post_time,likes,comments,shares,love,support,wow,haha,anger,sorry,words,has_image,fetched_time
10/08/2019 16:50:49,750,182,0,0,0,0,0,0,0,19,True,
10/08/2019 12:19:22,5869,584,0,0,0,0,0,0,0,24,True,
09/08/2019 11:30:00,524,229,0,0,0,0,0,0,0,24,False,
08/08/2019 16:00:00,456,80,103,0,0,0,0,0,0,45,True,
07/08/2019 13:30:00,690,72,0,0,0,0,0,0,0,3,True,
07/08/2019 10:30:00,373,56,29,0,0,0,0,0,0,39,True,
07/08/2019 08:30:53,2738,359,0,0,0,0,0,0,0,103,True,
04/08/2019 11:45:57,2194,234,0,0,0,0,0,0,0,6,True,
03/08/2019 21:30:38,5765,622,0,0,0,0,0,0,0,138,True,
03/08/2019 13:00:09,1563,239,0,0,0,0,0,0,0,15,True,
02/08/2019 17:30:00,372,39,20,0,0,0,0,0,0,34,True,
02/08/2019 15:34:43,999,415,74,0,0,0,0,0,0,45,True,
02/08/2019 11:26:45,6472,261,0,0,0,0,0,0,0,62,True,
01/08/2019 15:30:00,1130,295,101,0,0,0,0,0,0,50,True,
31/07/2019 13:00:01,1111,233,119,0,0,0,0,0,0,28,True,
31/07/2019 11:30:43,5437,4235,0,0,0,0,0,0,0,132,True,
30/07/2019 15:00:00,386,47,57,0,0,0,0,0,0,19,True,
30/07/2019 09:30:00,2299,166,0,0,0,0,0,0,0,91,True,
30/07/2019 08:30:08,1735,640,0,0,0,0,0,0,0,137,True,
28/07/2019 17:00:00,1179,52,110,0,0,0,0,0,0,80,True,
28/07/2019 13:00:00,1543,203,498,0,0,0,0,0,0,23,True,
27/07/2019 20:20:19,4961,165,0,0,0,0,0,0,0,31,True,
27/07/2019 14:00:00,1317,372,195,0,0,0,0,0,0,19,True,
27/07/2019 12:00:00,295,29,49,0,0,0,0,0,0,20,True,
26/07/2019 17:34:36,1608,190,0,0,0,0,0,0,0,92,True,
25/07/2019 20:04:49,1896,1564,0,0,0,0,0,0,0,124,True,
25/07/2019 12:17:21,2649,76,0,0,0,0,0,0,0,27,True,
25/07/2019 09:30:34,1947,604,0,0,0,0,0,0,0,24,False,
25/07/2019 06:30:00,352,55,19,0,0,0,0,0,0,30,True,
24/07/2019 13:09:00,1038,55,0,0,0,0,0,0,0,112,True,
23/07/2019 13:30:00,937,62,68,0,0,0,0,0,0,23,True,
23/07/2019 12:00:01,374,16,13,0,0,0,0,0,0,25,True,
23/07/2019 07:30:08,4811,435,0,0,0,0,0,0,0,6,False,
22/07/2019 14:54:12,2930,2639,2100,0,0,0,0,0,0,20,False,
21/07/2019 15:00:01,251,31,30,0,0,0,0,0,0,28,True,
21/07/2019 08:30:37,1336,159,0,0,0,0,0,0,0,190,True,
21/07/2019 07:30:00,672,98,26,0,0,0,0,0,0,37,True,
20/07/2019 21:30:48,1820,95,0,0,0,0,0,0,0,49,False,
20/07/2019 19:30:00,1018,79,147,0,0,0,0,0,0,93,True,
20/07/2019 14:52:30,1206,95,0,0,0,0,0,0,0,8,True,
19/07/2019 19:00:00,332,268,80,0,0,0,0,0,0,41,True,
19/07/2019 17:17:28,3131,88,0,0,0,0,0,0,0,22,True,
19/07/2019 11:53:34,2148,729,0,0,0,0,0,0,0,85,True,
18/07/2019 18:20:00,706,88,67,0,0,0,0,0,0,42,True,
18/07/2019 13:43:27,2457,502,0,0,0,0,0,0,0,130,True,
17/07/2019 18:52:51,2592,183,0,0,0,0,0,0,0,19,True,
17/07/2019 15:00:01,783,21,71,0,0,0,0,0,0,36,True,
17/07/2019 08:30:25,2092,123,0,0,0,0,0,0,0,121,True,
16/07/2019 17:00:01,292,126,42,0,0,0,0,0,0,43,True,
16/07/2019 13:00:00,407,12,25,0,0,0,0,0,0,64,True,
16/07/2019 09:30:01,4453,255,0,0,0,0,0,0,0,63,True,
15/07/2019 17:20:00,673,53,49,0,0,0,0,0,0,73,True,
15/07/2019 08:00:42,5911,312,0,0,0,0,0,0,0,126,True,
14/07/2019 17:15:00,716,52,81,0,0,0,0,0,0,58,True,
14/07/2019 15:39:27,1697,732,0,0,0,0,0,0,0,145,True,
14/07/2019 13:30:00,890,91,115,0,0,0,0,0,0,35,True,
14/07/2019 12:30:11,673,325,0,0,0,0,0,0,0,40,False,
14/07/2019 08:23:37,1874,150,0,0,0,0,0,0,0,125,True,
13/07/2019 17:25:22,2557,385,0,0,0,0,0,0,0,31,True,
13/07/2019 15:30:00,196,55,22,0,0,0,0,0,0,47,True,
12/07/2019 13:00:01,213,102,45,0,0,0,0,0,0,16,True,
10/07/2019 21:30:00,424,15,16,0,0,0,0,0,0,43,True,
09/07/2019 08:30:03,3257,647,0,0,0,0,0,0,0,150,True,
09/07/2019 00:34:35,3891,234,0,0,0,0,0,0,0,52,True,
07/07/2019 07:30:12,2727,158,0,0,0,0,0,0,0,94,True,
06/07/2019 22:00:00,1303,164,132,0,0,0,0,0,0,22,True,
05/07/2019 20:40:00,538,303,30,0,0,0,0,0,0,17,True,
05/07/2019 17:35:00,938,49,86,0,0,0,0,0,0,40,True,
04/07/2019 09:30:00,4424,268,0,0,0,0,0,0,0,17,False,
03/07/2019 13:54:32,8465,10353,1985,0,0,0,0,0,0,14,False,
03/07/2019 13:10:54,3740,4114,0,0,0,0,0,0,0,29,False,
03/07/2019 10:30:23,1063,289,0,0,0,0,0,0,0,38,False,
02/07/2019 13:00:00,239,121,12,0,0,0,0,0,0,21,True,
02/07/2019 12:30:04,1460,195,0,0,0,0,0,0,0,24,False,
01/07/2019 01:20:03,7566,1251,0,0,0,0,0,0,0,66,False,
30/06/2019 14:44:18,1790,997,263,0,0,0,0,0,0,19,False,
30/06/2019 13:00:00,140,108,32,0,0,0,0,0,0,19,True,
29/06/2019 14:00:00,2265,194,266,0,0,0,0,0,0,17,True,
28/06/2019 16:46:59,382,14,74,0,0,0,0,0,0,48,True,
27/06/2019 12:49:33,6530,619,0,0,0,0,0,0,0,47,True,
25/06/2019 18:14:12,3477,106,0,0,0,0,0,0,0,55,True,
25/06/2019 08:30:54,6598,860,0,0,0,0,0,0,0,41,True,
24/06/2019 19:20:02,6918,1163,0,0,0,0,0,0,0,121,True,
24/06/2019 11:30:05,1426,762,0,0,0,0,0,0,0,34,True,
24/06/2019 07:30:31,3778,110,0,0,0,0,0,0,0,8,True,
22/06/2019 20:00:08,20918,973,0,0,0,0,0,0,0,197,True,
22/06/2019 13:43:06,6065,361,0,0,0,0,0,0,0,134,True,
20/06/2019 09:30:53,3934,397,0,0,0,0,0,0,0,134,True,
18/06/2019 15:00:00,1306,118,222,0,0,0,0,0,0,19,True,
18/06/2019 10:30:00,13456,1403,0,0,0,0,0,0,0,123,True,
17/06/2019 07:30:43,1562,756,0,0,0,0,0,0,0,170,True,
16/06/2019 17:00:00,420,49,16,0,0,0,0,0,0,14,True,
16/06/2019 12:00:00,162,130,6,0,0,0,0,0,0,12,True,
16/06/2019 08:30:00,683,43,0,0,0,0,0,0,0,11,True,
16/06/2019 07:30:30,2538,159,0,0,0,0,0,0,0,93,True,
15/06/2019 09:30:07,6620,291,0,0,0,0,0,0,0,25,True,
14/06/2019 08:30:04,1530,77,0,0,0,0,0,0,0,102,True,
13/06/2019 21:06:56,619,217,0,0,0,0,0,0,0,16,False,
13/06/2019 09:30:00,2311,116,0,0,0,0,0,0,0,11,True,
13/06/2019 07:30:21,2193,122,0,0,0,0,0,0,0,3,True,
12/06/2019 18:00:00,1224,56,77,0,0,0,0,0,0,22,True,
12/06/2019 13:30:00,3725,193,224,0,0,0,0,0,0,29,True,
11/06/2019 17:00:31,16675,3887,0,0,0,0,0,0,0,88,False,
10/06/2019 20:43:16,1157,48,0,0,0,0,0,0,0,31,True,
10/06/2019 14:00:01,388,202,29,0,0,0,0,0,0,36,True,
09/06/2019 16:57:20,399,367,125,0,0,0,0,0,0,17,False,
09/06/2019 13:30:18,1368,753,0,0,0,0,0,0,0,24,True,
08/06/2019 18:07:45,1347,1422,0,0,0,0,0,0,0,44,False,
08/06/2019 15:00:00,303,7,15,0,0,0,0,0,0,29,True,
08/06/2019 11:41:48,1258,157,0,0,0,0,0,0,0,127,True,
07/06/2019 10:30:40,2369,158,0,0,0,0,0,0,0,25,False,
06/06/2019 15:09:11,1062,47,0,0,0,0,0,0,0,11,True,
04/06/2019 15:00:01,571,123,24,0,0,0,0,0,0,12,True,
03/06/2019 11:00:49,345,167,0,0,0,0,0,0,0,20,False,
03/06/2019 08:30:18,6640,267,0,0,0,0,0,0,0,148,True,
02/06/2019 08:30:00,601,313,0,0,0,0,0,0,0,28,True,
01/06/2019 15:00:00,100,19,11,0,0,0,0,0,0,43,True,
30/05/2019 19:00:02,254,127,40,0,0,0,0,0,0,46,True,
30/05/2019 17:00:00,115,25,11,0,0,0,0,0,0,21,True,
30/05/2019 15:00:00,154,72,51,0,0,0,0,0,0,16,True,
30/05/2019 08:30:49,4651,384,0,0,0,0,0,0,0,9,True,
29/05/2019 11:30:28,2819,455,0,0,0,0,0,0,0,146,True,
29/05/2019 08:30:00,3748,983,0,0,0,0,0,0,0,131,True,
27/05/2019 19:03:18,3237,165,0,0,0,0,0,0,0,15,True,
26/05/2019 19:00:38,2856,1262,380,0,0,0,0,0,0,15,False,
26/05/2019 14:00:01,100,24,8,0,0,0,0,0,0,19,True,
25/05/2019 20:00:21,1200,104,0,0,0,0,0,0,0,15,False,
24/05/2019 15:00:02,139,16,3,0,0,0,0,0,0,53,True,
24/05/2019 14:04:40,228,16,9,0,0,0,0,0,0,18,True,
24/05/2019 07:30:19,2270,240,0,0,0,0,0,0,0,196,True,
23/05/2019 21:48:29,1455,495,0,0,0,0,0,0,0,22,True,
23/05/2019 20:00:01,168,18,15,0,0,0,0,0,0,50,True,
23/05/2019 18:36:06,803,48,30,0,0,0,0,0,0,25,True,
22/05/2019 21:02:20,311,19,44,0,0,0,0,0,0,80,True,
22/05/2019 20:36:57,1417,78,0,0,0,0,0,0,0,15,False,
22/05/2019 09:28:19,271,17,0,0,0,0,0,0,0,105,True,
22/05/2019 07:30:49,1125,161,0,0,0,0,0,0,0,122,True,
21/05/2019 18:19:52,2782,2006,0,0,0,0,0,0,0,48,False,
21/05/2019 10:30:01,877,477,0,0,0,0,0,0,0,150,True,
21/05/2019 08:30:44,5621,465,0,0,0,0,0,0,0,13,False,
20/05/2019 15:00:01,102,16,27,0,0,0,0,0,0,89,True,
19/05/2019 15:00:01,315,11,24,0,0,0,0,0,0,80,True,
19/05/2019 08:30:00,2864,235,0,0,0,0,0,0,0,140,True,
19/05/2019 07:30:01,650,36,0,0,0,0,0,0,0,69,True,
18/05/2019 20:53:39,1551,811,0,0,0,0,0,0,0,7,True,
18/05/2019 17:00:01,173,52,18,0,0,0,0,0,0,42,True,
18/05/2019 13:00:01,167,11,14,0,0,0,0,0,0,12,True,
18/05/2019 12:11:35,636,85,0,0,0,0,0,0,0,41,True,
16/05/2019 19:05:03,713,140,0,0,0,0,0,0,0,130,True,
16/05/2019 16:26:43,561,413,0,0,0,0,0,0,0,41,False,
16/05/2019 13:00:07,320,183,22,0,0,0,0,0,0,12,True,
16/05/2019 12:41:57,474,68,0,0,0,0,0,0,0,162,True,
16/05/2019 08:30:47,3706,963,0,0,0,0,0,0,0,133,True,
15/05/2019 19:00:01,555,29,34,0,0,0,0,0,0,51,True,
15/05/2019 17:00:01,401,61,70,0,0,0,0,0,0,69,True,
15/05/2019 13:00:01,94,12,9,0,0,0,0,0,0,14,True,
15/05/2019 10:30:00,790,114,0,0,0,0,0,0,0,188,True,
15/05/2019 08:30:12,477,209,0,0,0,0,0,0,0,13,True,
14/05/2019 21:23:28,803,732,0,0,0,0,0,0,0,42,False,
13/05/2019 13:34:01,715,179,0,0,0,0,0,0,0,60,True,
11/05/2019 20:07:11,4712,263,0,0,0,0,0,0,0,17,True,
11/05/2019 12:00:47,1066,388,0,0,0,0,0,0,0,16,True,
10/05/2019 11:00:01,198,41,16,0,0,0,0,0,0,15,True,
09/05/2019 20:59:26,672,238,0,0,0,0,0,0,0,17,True,
06/05/2019 15:00:01,148,47,11,0,0,0,0,0,0,15,True,
06/05/2019 10:00:01,7935,946,0,0,0,0,0,0,0,6,True,
06/05/2019 08:16:49,2044,610,0,0,0,0,0,0,0,138,True,
06/05/2019 06:30:34,715,197,0,0,0,0,0,0,0,20,True,
05/05/2019 09:00:00,893,194,0,0,0,0,0,0,0,20,True,
05/05/2019 08:00:01,2665,1675,0,0,0,0,0,0,0,28,True,
05/05/2019 06:52:50,5073,771,0,0,0,0,0,0,0,150,True,
04/05/2019 13:00:00,238,36,18,0,0,0,0,0,0,20,True,
03/05/2019 08:30:54,1299,140,0,0,0,0,0,0,0,102,True,
03/05/2019 07:30:31,2501,194,0,0,0,0,0,0,0,19,False,
02/05/2019 15:30:00,184,150,45,0,0,0,0,0,0,50,True,
02/05/2019 10:05:42,1246,30,0,0,0,0,0,0,0,124,True,
01/05/2019 15:18:24,1183,92,0,0,0,0,0,0,0,137,True,
01/05/2019 11:00:51,4891,263,0,0,0,0,0,0,0,58,True,
30/04/2019 16:30:00,214,14,14,0,0,0,0,0,0,27,True,
30/04/2019 14:30:00,443,34,22,0,0,0,0,0,0,14,True,
30/04/2019 11:00:50,455,264,0,0,0,0,0,0,0,9,True,
29/04/2019 18:00:01,464,26,25,0,0,0,0,0,0,17,True,
28/04/2019 17:00:00,1034,87,67,0,0,0,0,0,0,53,True,
28/04/2019 15:30:00,465,177,118,0,0,0,0,0,0,17,True,
28/04/2019 11:00:00,211,22,19,0,0,0,0,0,0,59,True,
28/04/2019 09:30:31,1669,286,0,0,0,0,0,0,0,133,True,
26/04/2019 11:45:00,474,20,39,0,0,0,0,0,0,45,True,
26/04/2019 11:44:46,2482,547,0,0,0,0,0,0,0,94,True,
25/04/2019 18:27:03,1996,78,0,0,0,0,0,0,0,22,True,
24/04/2019 12:30:01,187,66,66,0,0,0,0,0,0,29,True,
22/04/2019 09:30:00,5669,1626,0,0,0,0,0,0,0,131,True,
20/04/2019 12:02:46,1698,247,0,0,0,0,0,0,0,20,True,
20/04/2019 11:30:00,206,27,17,0,0,0,0,0,0,19,True,
19/04/2019 17:39:50,3851,539,0,0,0,0,0,0,0,11,True,
19/04/2019 15:30:00,2164,133,196,0,0,0,0,0,0,34,True,
18/04/2019 15:01:29,1909,44,0,0,0,0,0,0,0,33,True,
18/04/2019 13:00:01,567,111,282,0,0,0,0,0,0,35,True,
18/04/2019 12:14:19,549,122,0,0,0,0,0,0,0,33,True,
18/04/2019 10:00:05,2516,75,0,0,0,0,0,0,0,51,False,
17/04/2019 16:26:23,578,631,350,0,0,0,0,0,0,138,True,
17/04/2019 07:30:10,3497,449,0,0,0,0,0,0,0,108,True,
16/04/2019 15:00:00,534,20,21,0,0,0,0,0,0,46,True,
16/04/2019 11:11:23,723,259,0,0,0,0,0,0,0,150,False,
15/04/2019 15:00:01,1213,40,66,0,0,0,0,0,0,47,True,
15/04/2019 12:30:00,405,12,15,0,0,0,0,0,0,56,True,
15/04/2019 12:18:58,621,1235,0,0,0,0,0,0,0,9,False,
15/04/2019 09:30:21,4524,132,0,0,0,0,0,0,0,58,True,
14/04/2019 18:30:00,516,31,12,0,0,0,0,0,0,11,True,
14/04/2019 16:49:57,318,46,0,0,0,0,0,0,0,20,True,
14/04/2019 08:53:02,4587,1284,0,0,0,0,0,0,0,44,True,
13/04/2019 19:00:13,890,145,0,0,0,0,0,0,0,34,True,
11/04/2019 22:45:49,3920,899,0,0,0,0,0,0,0,7,True,
11/04/2019 14:03:28,1358,211,0,0,0,0,0,0,0,25,False,
11/04/2019 12:16:24,252,48,6,0,0,0,0,0,0,69,True,
11/04/2019 08:30:00,4741,1067,0,0,0,0,0,0,0,67,True,
09/04/2019 18:54:40,2010,230,0,0,0,0,0,0,0,35,True,
09/04/2019 13:30:43,2105,309,0,0,0,0,0,0,0,5,True,
08/04/2019 13:14:48,2281,556,0,0,0,0,0,0,0,125,True,
07/04/2019 20:52:59,683,108,98,0,0,0,0,0,0,66,True,
06/04/2019 18:58:51,3756,197,0,0,0,0,0,0,0,6,True,
06/04/2019 18:20:06,765,61,0,0,0,0,0,0,0,83,True,
06/04/2019 12:15:00,924,652,72,0,0,0,0,0,0,14,True,
06/04/2019 10:39:44,1398,143,0,0,0,0,0,0,0,10,False,
05/04/2019 08:30:08,3467,277,0,0,0,0,0,0,0,167,True,
04/04/2019 17:00:13,1037,119,0,0,0,0,0,0,0,27,True,
04/04/2019 07:30:35,997,86,0,0,0,0,0,0,0,66,True,
03/04/2019 16:50:34,2298,1979,223,0,0,0,0,0,0,16,False,
02/04/2019 08:30:00,5783,670,0,0,0,0,0,0,0,161,True,
01/04/2019 10:17:14,335,20,42,0,0,0,0,0,0,48,True,
31/03/2019 13:29:14,493,118,78,0,0,0,0,0,0,116,True,
30/03/2019 11:18:59,1273,372,0,0,0,0,0,0,0,11,False,
30/03/2019 11:00:23,656,27,55,0,0,0,0,0,0,50,True,
29/03/2019 13:00:01,400,24,25,0,0,0,0,0,0,53,True,
28/03/2019 08:30:00,1245,351,0,0,0,0,0,0,0,38,True,
27/03/2019 07:30:10,1122,156,0,0,0,0,0,0,0,56,True,
25/03/2019 08:26:54,4368,371,0,0,0,0,0,0,0,22,True,
24/03/2019 23:02:01,1937,418,0,0,0,0,0,0,0,36,True,
24/03/2019 13:30:00,369,104,117,0,0,0,0,0,0,26,True,
23/03/2019 19:00:57,3083,245,0,0,0,0,0,0,0,12,True,
23/03/2019 11:30:28,3465,161,0,0,0,0,0,0,0,24,True,
23/03/2019 10:02:24,227,79,59,0,0,0,0,0,0,56,True,
22/03/2019 14:30:00,1452,245,0,0,0,0,0,0,0,15,False,
22/03/2019 14:16:49,590,163,22,0,0,0,0,0,0,38,False,
22/03/2019 09:07:05,789,52,0,0,0,0,0,0,0,126,True,
19/03/2019 13:22:15,420,212,120,0,0,0,0,0,0,51,True,
19/03/2019 09:30:55,3375,1873,0,0,0,0,0,0,0,77,False,
18/03/2019 07:30:47,2599,569,0,0,0,0,0,0,0,52,True,
17/03/2019 16:36:47,2318,387,0,0,0,0,0,0,0,54,True,
17/03/2019 10:09:02,1605,570,0,0,0,0,0,0,0,48,True,
17/03/2019 09:30:00,558,66,45,0,0,0,0,0,0,43,True,
16/03/2019 18:20:35,528,42,0,0,0,0,0,0,0,59,True,
16/03/2019 16:00:01,449,185,52,0,0,0,0,0,0,29,True,
15/03/2019 10:32:07,1051,387,0,0,0,0,0,0,0,86,True,
14/03/2019 07:50:10,760,216,0,0,0,0,0,0,0,11,False,
13/03/2019 17:58:19,1404,77,0,0,0,0,0,0,0,45,True,
13/03/2019 14:36:38,581,263,0,0,0,0,0,0,0,51,True,
12/03/2019 22:28:03,853,397,0,0,0,0,0,0,0,133,False,
12/03/2019 18:58:39,533,350,0,0,0,0,0,0,0,41,False,
12/03/2019 13:00:02,1794,62,225,0,0,0,0,0,0,38,True,
11/03/2019 17:24:52,1100,59,43,0,0,0,0,0,0,54,True,
10/03/2019 09:30:06,2160,190,0,0,0,0,0,0,0,29,True,
09/03/2019 16:00:01,822,60,68,0,0,0,0,0,0,39,True,
07/03/2019 13:51:51,656,72,0,0,0,0,0,0,0,148,True,
07/03/2019 13:30:01,2435,103,248,0,0,0,0,0,0,126,True,
06/03/2019 15:00:01,650,109,126,0,0,0,0,0,0,92,True,
06/03/2019 13:39:35,1465,1038,0,0,0,0,0,0,0,93,False,
06/03/2019 11:45:00,1486,195,205,0,0,0,0,0,0,84,True,
06/03/2019 10:30:00,1060,147,0,0,0,0,0,0,0,18,True,
05/03/2019 16:58:58,2254,3263,234,0,0,0,0,0,0,8,False,
05/03/2019 07:30:26,412,158,0,0,0,0,0,0,0,11,True,
03/03/2019 18:42:02,1793,127,0,0,0,0,0,0,0,201,True,
02/03/2019 19:00:31,4177,228,0,0,0,0,0,0,0,5,True,
02/03/2019 08:51:37,3243,128,284,0,0,0,0,0,0,21,True,
01/03/2019 08:30:12,3979,1275,0,0,0,0,0,0,0,16,True,
01/03/2019 08:06:33,1462,289,0,0,0,0,0,0,0,44,True,
28/02/2019 15:00:00,396,151,30,0,0,0,0,0,0,63,True,
28/02/2019 10:30:00,215,17,14,0,0,0,0,0,0,65,True,
26/02/2019 10:30:00,873,145,0,0,0,0,0,0,0,186,True,
25/02/2019 10:30:57,490,282,0,0,0,0,0,0,0,59,False,
24/02/2019 20:45:08,914,339,0,0,0,0,0,0,0,36,False,
24/02/2019 08:30:00,1183,116,0,0,0,0,0,0,0,2,True,
23/02/2019 20:54:28,9218,1562,0,0,0,0,0,0,0,70,True,
22/02/2019 08:24:11,1359,149,0,0,0,0,0,0,0,46,True,
21/02/2019 16:19:24,1219,241,0,0,0,0,0,0,0,5,True,
20/02/2019 15:00:01,498,112,133,0,0,0,0,0,0,56,True,
20/02/2019 13:30:00,1061,41,45,0,0,0,0,0,0,82,True,
20/02/2019 09:30:51,4156,839,0,0,0,0,0,0,0,163,True,
19/02/2019 11:30:00,547,20,48,0,0,0,0,0,0,47,True,
19/02/2019 08:50:29,2034,817,0,0,0,0,0,0,0,83,True,
18/02/2019 14:05:36,3255,522,0,0,0,0,0,0,0,1,True,
17/02/2019 16:00:00,1330,164,150,0,0,0,0,0,0,68,True,
17/02/2019 11:10:42,897,190,0,0,0,0,0,0,0,94,True,
17/02/2019 08:30:16,2171,124,0,0,0,0,0,0,0,67,True,
16/02/2019 18:00:09,946,48,0,0,0,0,0,0,0,48,True,
15/02/2019 19:45:48,1170,228,0,0,0,0,0,0,0,66,True,
13/02/2019 15:00:01,673,19,64,0,0,0,0,0,0,26,True,
13/02/2019 11:30:00,606,346,299,0,0,0,0,0,0,35,True,
12/02/2019 13:30:00,459,144,69,0,0,0,0,0,0,41,True,
12/02/2019 11:30:00,736,43,102,0,0,0,0,0,0,47,True,
12/02/2019 09:30:42,992,124,0,0,0,0,0,0,0,76,False,
12/02/2019 08:30:01,2501,916,0,0,0,0,0,0,0,170,True,
11/02/2019 14:00:01,293,26,25,0,0,0,0,0,0,26,True,
11/02/2019 08:15:49,6321,388,0,0,0,0,0,0,0,38,True,
11/02/2019 07:30:18,1084,177,0,0,0,0,0,0,0,202,True,
10/02/2019 20:19:28,852,230,0,0,0,0,0,0,0,1,True,
10/02/2019 09:30:00,871,768,101,0,0,0,0,0,0,46,True,
10/02/2019 08:30:03,3982,561,0,0,0,0,0,0,0,2,True,
09/02/2019 21:14:42,2604,753,444,0,0,0,0,0,0,4,False,
09/02/2019 21:05:00,2206,858,320,0,0,0,0,0,0,12,False,
09/02/2019 17:00:01,2326,372,182,0,0,0,0,0,0,73,True,
09/02/2019 10:30:00,807,81,89,0,0,0,0,0,0,43,True,
08/02/2019 14:23:36,3619,294,0,0,0,0,0,0,0,11,True,
07/02/2019 09:00:00,1918,189,0,0,0,0,0,0,0,75,True,
07/02/2019 08:00:50,1868,498,0,0,0,0,0,0,0,82,False,
06/02/2019 10:30:58,516,21,0,0,0,0,0,0,0,3,True,
05/02/2019 19:44:31,4129,158,0,0,0,0,0,0,0,27,True,
05/02/2019 10:30:00,1858,76,0,0,0,0,0,0,0,26,False,
05/02/2019 07:30:13,764,40,0,0,0,0,0,0,0,64,True,
04/02/2019 21:23:39,1535,170,0,0,0,0,0,0,0,25,True,
04/02/2019 19:41:46,2626,180,0,0,0,0,0,0,0,186,True,
03/02/2019 11:30:00,1706,329,1497,0,0,0,0,0,0,45,True,
03/02/2019 10:00:01,9083,631,0,0,0,0,0,0,0,77,True,
02/02/2019 13:04:29,473,307,0,0,0,0,0,0,0,37,False,
31/01/2019 09:00:41,490,56,0,0,0,0,0,0,0,27,True,
31/01/2019 08:00:25,506,112,0,0,0,0,0,0,0,58,True,
30/01/2019 22:32:37,564,258,0,0,0,0,0,0,0,69,False,
30/01/2019 13:00:00,882,70,49,0,0,0,0,0,0,56,True,
30/01/2019 11:30:00,1762,27,98,0,0,0,0,0,0,50,True,
29/01/2019 13:35:13,1188,187,0,0,0,0,0,0,0,15,True,
29/01/2019 09:30:39,373,20,0,0,0,0,0,0,0,2,True,
29/01/2019 08:30:06,755,266,0,0,0,0,0,0,0,36,False,
28/01/2019 09:30:24,1218,453,0,0,0,0,0,0,0,121,True,
27/01/2019 12:00:52,1576,34,0,0,0,0,0,0,0,18,True,
27/01/2019 10:30:00,1203,18,79,0,0,0,0,0,0,66,True,
26/01/2019 19:47:08,1267,24,0,0,0,0,0,0,0,33,True,
26/01/2019 17:30:28,682,40,0,0,0,0,0,0,0,132,True,
25/01/2019 19:01:03,1969,39,0,0,0,0,0,0,0,18,True,
23/01/2019 10:30:38,833,91,0,0,0,0,0,0,0,51,False,
22/01/2019 17:30:54,278,38,0,0,0,0,0,0,0,8,True,
22/01/2019 16:56:35,668,123,0,0,0,0,0,0,0,93,True,
22/01/2019 13:08:26,640,318,0,0,0,0,0,0,0,32,True,
20/01/2019 10:00:09,2891,257,0,0,0,0,0,0,0,17,True,
20/01/2019 09:30:00,628,36,26,0,0,0,0,0,0,34,True,
19/01/2019 14:09:31,1218,236,0,0,0,0,0,0,0,214,True,
19/01/2019 13:04:30,1019,200,0,0,0,0,0,0,0,20,True,
18/01/2019 15:17:46,302,43,0,0,0,0,0,0,0,57,False,
18/01/2019 14:00:01,376,89,56,0,0,0,0,0,0,39,True,
18/01/2019 10:00:01,1097,966,259,0,0,0,0,0,0,46,True,
18/01/2019 09:41:31,273,90,0,0,0,0,0,0,0,19,True,
17/01/2019 14:03:25,817,96,0,0,0,0,0,0,0,70,True,
17/01/2019 08:30:00,541,92,203,0,0,0,0,0,0,52,True,
16/01/2019 12:30:00,474,54,0,0,0,0,0,0,0,17,False,
16/01/2019 10:30:40,1063,112,0,0,0,0,0,0,0,8,True,
16/01/2019 09:30:00,963,89,0,0,0,0,0,0,0,19,True,
15/01/2019 13:00:24,464,49,0,0,0,0,0,0,0,41,True,
15/01/2019 08:45:00,1593,10,194,0,0,0,0,0,0,71,True,
14/01/2019 18:00:03,342,55,35,0,0,0,0,0,0,20,True,
14/01/2019 09:30:32,2770,462,0,0,0,0,0,0,0,51,True,
14/01/2019 08:30:09,2390,91,0,0,0,0,0,0,0,38,True,
12/01/2019 16:00:01,624,41,39,0,0,0,0,0,0,45,True,
12/01/2019 13:10:49,966,39,0,0,0,0,0,0,0,1,True,
11/01/2019 10:30:33,2342,143,0,0,0,0,0,0,0,40,True,
10/01/2019 12:00:00,1761,90,192,0,0,0,0,0,0,50,True,
10/01/2019 10:10:14,646,61,0,0,0,0,0,0,0,23,True,
09/01/2019 17:21:16,624,226,0,0,0,0,0,0,0,13,True,
09/01/2019 14:00:01,1136,26,179,0,0,0,0,0,0,47,True,
09/01/2019 10:30:00,237,73,0,0,0,0,0,0,0,14,False,
09/01/2019 10:20:23,288,64,0,0,0,0,0,0,0,24,True,
08/01/2019 10:30:00,5128,250,401,0,0,0,0,0,0,88,True,
07/01/2019 11:00:01,1352,99,0,0,0,0,0,0,0,8,True,
07/01/2019 08:30:01,2506,255,0,0,0,0,0,0,0,12,True,
06/01/2019 19:00:01,1813,63,361,0,0,0,0,0,0,42,True,
06/01/2019 08:30:00,1600,79,0,0,0,0,0,0,0,14,True,
06/01/2019 07:30:27,493,27,0,0,0,0,0,0,0,40,True,
05/01/2019 18:30:58,819,73,0,0,0,0,0,0,0,180,True,
05/01/2019 15:30:00,741,92,93,0,0,0,0,0,0,21,True,
05/01/2019 12:00:01,640,10,89,0,0,0,0,0,0,69,True,
04/01/2019 13:30:00,577,143,167,0,0,0,0,0,0,45,True,
04/01/2019 13:25:08,977,1974,284,0,0,0,0,0,0,3,False,
03/01/2019 12:30:06,763,159,0,0,0,0,0,0,0,140,True,
02/01/2019 19:30:00,1411,474,339,0,0,0,0,0,0,69,True,
